prov_id,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020
712,13123.977,13247.105,13376.168,13512.921,13651.765,13768.636,13911.619,14001.052,14134.7,14247.343,14398.976,14539.749,14692.376,14836.001,14951.499,15123.901,15252.956,15393.961,15533.106,15678.515
713,20583.5322,20878.9997,21188.0733,21542.1427,21709.3197,22056.4738,22350.6595,22685.886899999998,23012.206,23270.5107,23570.5056,23960.3312,24340.154599999998,24780.2639,25166.993199999997,25515.842599999996,25857.8397,26252.366800000003,26646.210900000002,27092.834199999998
714,32875.7814,33686.849799999996,34480.9244,35321.9779,36139.6372,37020.4468,37907.868200000004,38822.106700000004,39756.4754,40711.0827,41687.288799999995,42683.0152,43655.1897,44708.248900000006,45769.9101,46873.0145,47997.2458,49146.250700000004,50329.1136,51529.9547
715,35487.5392,36405.4131,37456.9783,38680.559799999995,39957.2694,40836.8922,41965.3671,42955.5728,44282.4838,45570.3894,46517.6777,47854.228,49298.3095,50648.584,52233.277,53906.439999999995,55533.999,57191.804,58941.496,60745.55900000001
801,85160.0147,88221.56270000001,91160.4808,93780.37969999999,94568.7084,97981.5998,100762.1223,102671.1561,105492.4562,108363.195,110921.141,112083.755,116173.635,119037.283,121818.911,125419.958,127787.238,131278.811,134478.422,137922.625
802,116537.387,117929.036,118981.297,120512.914,122561.35199999998,123310.69099999999,124613.769,126304.524,127746.824,128418.28899999999,130718.079,132364.20299999998,133773.18,135325.172,136799.648,138378.863,140134.844,141794.99599999998,143322.157,144955.153
803,58395.3307,59790.8347,60850.1921,61901.04,62856.9147,64007.4351,65331.244,66326.4931,67509.8309,69078.357,70777.06150000001,72420.6779,73895.457,75255.65400000001,76718.61880000001,78278.9245,79823.0663,81459.6526,83208.8414,84784.1353
804,29920.536799999998,29234.3578,29097.610200000003,28875.447799999998,28508.039600000004,28216.850300000002,27658.4768,27573.050300000003,27311.096700000002,26818.8428,26602.3308,26412.5334,26194.892399999997,25450.6437,25698.2748,25277.556,25076.8815,24802.2369,24516.561700000002,24385.8103
805,24178.793,24400.34,24338.572,24635.703,25127.988,25346.152,25605.182,25667.309,26072.658,26228.533,26205.92,26370.297,26306.412,27684.133,26892.436,27117.852,27131.502,27291.949,27368.223,27524.268
806,18707.4859,18388.6637,18110.5231,17917.1775,19247.93,18802.0808,18889.6406,19731.3347,19797.981,19864.756,20431.1216,22317.4364,21735.288,22046.962399999997,23238.6349,22906.7025,23664.6727,24089.696799999998,24557.1909,24990.9944
807,12041.426000000001,12060.1599,12090.1326,12114.5623,12157.0273,12283.152119999999,12294.93651,12308.64925,12441.01707,12507.02577,12557.20937,12562.56958,12716.65986,12732.84942,12887.6994,12948.65132,13041.81502,13154.46399,13263.68999,13386.87182
