prov_id,prov,dep,dep_id,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,gdppc2015,gdppc2016,gdppc2017,gdppc2018,gdppc2019,gdppc2020,gdppc2021,gdppc2022,gdppc2023,gdppc2024
201,Murillo,La Paz,4,2889.0,3118.0,3232.0,3376.0,3407.0,3524.0,3374.0,3366.0,3227.0,3200.0,3266.0,3379.0,3555.0,3735.0,3928.0,4022.0,4171.0,4394.0,4651.0,4971.0,5236.0,5694.0,6479.0,7332.0,8065.0,8110.0,8594.0,9699.0,9906.0,10080.0,9059.0,10276.0,11386.0,12054.0,12230.0
202,Omasuyos,La Paz,4,1091.0,1239.0,1304.0,1383.0,1712.0,1965.0,2436.0,2357.0,2260.0,2388.0,2469.0,2280.0,2279.0,2718.0,2539.0,2615.0,2922.0,3466.0,3624.0,3729.0,3788.0,3793.0,3285.0,3705.0,3620.0,3780.0,3987.0,4215.0,4898.0,5233.0,4913.0,5578.0,6004.0,5876.0,5339.0
203,Pacajes,La Paz,4,954.0,1017.0,1068.0,1131.0,1269.0,1406.0,1822.0,1846.0,1764.0,2060.0,1848.0,1930.0,2211.0,2384.0,2428.0,2511.0,2450.0,2414.0,2637.0,2687.0,2729.0,2660.0,2571.0,2842.0,2995.0,2902.0,3022.0,3581.0,4025.0,4430.0,3775.0,4490.0,5062.0,5387.0,5262.0
204,Camacho,La Paz,4,985.0,1093.0,1107.0,1193.0,1348.0,1491.0,1808.0,1628.0,1543.0,1629.0,1526.0,1572.0,1801.0,1960.0,2013.0,2056.0,2317.0,2412.0,2849.0,2889.0,2653.0,2528.0,2599.0,2882.0,2832.0,3013.0,2973.0,3532.0,4260.0,4442.0,3697.0,4556.0,5467.0,5798.0,5961.0
205,Muñecas,La Paz,4,870.0,920.0,995.0,1026.0,1212.0,1367.0,1743.0,2040.0,1933.0,2118.0,2484.0,2470.0,2557.0,2922.0,2973.0,3060.0,3040.0,3228.0,3427.0,2933.0,3014.0,2561.0,2384.0,2768.0,2669.0,2891.0,2992.0,3239.0,3745.0,4114.0,3377.0,4297.0,5061.0,5477.0,5444.0
206,Larecaja,La Paz,4,826.0,847.0,875.0,906.0,1103.0,1214.0,1555.0,1535.0,1472.0,1606.0,1658.0,1591.0,1697.0,1958.0,2556.0,2672.0,2608.0,2763.0,2898.0,2413.0,2986.0,2546.0,2492.0,2694.0,2623.0,2751.0,3000.0,3346.0,3939.0,4223.0,3501.0,4306.0,5143.0,5428.0,5679.0
207,Franz Tamayo,La Paz,4,893.0,1123.0,1172.0,1243.0,1362.0,1546.0,1852.0,1887.0,1942.0,2194.0,2063.0,2092.0,2046.0,2155.0,2147.0,2146.0,2362.0,2473.0,2700.0,2635.0,2649.0,2334.0,2283.0,2525.0,2487.0,2658.0,2866.0,3131.0,3552.0,3837.0,3427.0,4154.0,4646.0,5018.0,5322.0
208,Ingavi,La Paz,4,1126.0,1277.0,1316.0,1403.0,1900.0,2291.0,2815.0,2747.0,2598.0,3350.0,3019.0,2440.0,2559.0,2756.0,2479.0,3058.0,2748.0,3115.0,3782.0,3875.0,4098.0,4233.0,4449.0,4873.0,4811.0,4913.0,4984.0,5364.0,6066.0,6091.0,5528.0,6304.0,7005.0,7383.0,7340.0
209,Loayza,La Paz,4,1028.0,957.0,988.0,975.0,1195.0,1289.0,1634.0,1688.0,1495.0,1674.0,1629.0,1744.0,1851.0,2178.0,2263.0,2299.0,2205.0,2762.0,2981.0,2267.0,2328.0,2310.0,2277.0,2455.0,2466.0,2962.0,3149.0,3200.0,3708.0,3957.0,3675.0,4339.0,4861.0,5401.0,5928.0
210,Inquisivi,La Paz,4,755.0,824.0,834.0,883.0,1099.0,1240.0,1471.0,1848.0,1735.0,1786.0,1865.0,1760.0,1954.0,2058.0,2171.0,2270.0,2607.0,2110.0,2251.0,2187.0,2217.0,2106.0,2075.0,2237.0,2195.0,2386.0,2478.0,2743.0,3372.0,3548.0,3183.0,3824.0,4466.0,4697.0,4733.0
