poly_id,asdf_id,mun,mun_id,dep,dep_id,prov_id,prov,dep_mun,dep_prov_mun,shapeID
3,300,Poroma,10103,Chuquisaca,2,101,Oropeza,Chuquisaca-Poroma,Chuquisaca-Oropeza-Poroma,BOL-ADM3-33444609B40832379
144,301,Colomi,31002,Cochabamba,3,310,Chapare,Cochabamba-Colomi,Cochabamba-Chapare-Colomi,BOL-ADM3-33444609B77419578
155,302,Alalay,31303,Cochabamba,3,313,Mizque,Cochabamba-Alalay,Cochabamba-Mizque-Alalay,BOL-ADM3-33444609B47454413
154,303,Vila Vila,31302,Cochabamba,3,313,Mizque,Cochabamba-Vila Vila,Cochabamba-Mizque-Vila Vila,BOL-ADM3-33444609B95117685
103,304,Ixiamas,21501,La Paz,4,215,Abel Iturralde,La Paz-Ixiamas,La Paz-Abel Iturralde-Ixiamas,BOL-ADM3-33444609B5346742
55,305,Ayata,20502,La Paz,4,205,Muñecas,La Paz-Ayata,La Paz-Muñecas-Ayata,BOL-ADM3-33444609B73132405
230,306,Uyuni,51201,Potosí,7,512,Antonio Quijarro,Potosí-Uyuni,Potosí-Antonio Quijarro-Uyuni,BOL-ADM3-33444609B71435776
46,307,Waldo Ballivián,20306,La Paz,4,203,Pacajes,La Paz-Waldo Ballivián,La Paz-Pacajes-Waldo Ballivián,BOL-ADM3-33444609B66511934
172,308,Curahuara de Carangas,40401,Oruro,5,404,Sajama,Oruro-Curahuara de Carangas,Oruro-Sajama-Curahuara de Carangas,BOL-ADM3-33444609B68137279
171,309,Choque Cota,40302,Oruro,5,403,Carangas,Oruro-Choque Cota,Oruro-Carangas-Choque Cota,BOL-ADM3-33444609B36186520
175,310,Escara,40502,Oruro,5,405,Litoral,Oruro-Escara,Oruro-Litoral-Escara,BOL-ADM3-33444609B87640342
187,311,Coipasa,40902,Oruro,5,409,Sabaya,Oruro-Coipasa,Oruro-Sabaya-Coipasa,BOL-ADM3-33444609B79549253
188,312,Chipaya,40903,Oruro,5,409,Sabaya,Oruro-Chipaya,Oruro-Sabaya-Chipaya,BOL-ADM3-33444609B48403080
204,313,Chayanta,50202,Potosí,7,502,Rafael Bustillo,Potosí-Chayanta,Potosí-Rafael Bustillo-Chayanta,BOL-ADM3-33444609B66088023
184,314,Salinas de Garci Mendoza,40801,Oruro,5,408,Ladislao Cabrera,Oruro-Salinas de Garci Mendoza,Oruro-Ladislao Cabrera-Salinas de Garci Mendoza,BOL-ADM3-33444609B60563542
220,315,Tupiza,50801,Potosí,7,508,Sud Chichas,Potosí-Tupiza,Potosí-Sud Chichas-Tupiza,BOL-ADM3-33444609B90206942
221,316,Atocha,50802,Potosí,7,508,Sud Chichas,Potosí-Atocha,Potosí-Sud Chichas-Atocha,BOL-ADM3-33444609B106993
223,317,San Pedro de Quemes,50902,Potosí,7,509,Nor Lípez,Potosí-San Pedro de Quemes,Potosí-Nor Lípez-San Pedro de Quemes,BOL-ADM3-33444609B51545061
294,318,San Julián,71104,Santa Cruz,8,711,Ñuflo de Chávez,Santa Cruz-San Julián,Santa Cruz-Ñuflo de Chávez-San Julián,BOL-ADM3-33444609B42696709
248,319,El Puente,60502,Tarija,9,605,Méndez,Tarija-El Puente,Tarija-Méndez-El Puente,BOL-ADM3-33444609B68632045
298,320,Comarapa,71301,Santa Cruz,8,713,Manuel María Caballero,Santa Cruz-Comarapa,Santa Cruz-Manuel María Caballero-Comarapa,BOL-ADM3-33444609B10638383
241,321,Bermejo,60202,Tarija,9,602,Arce,Tarija-Bermejo,Tarija-Arce-Bermejo,BOL-ADM3-33444609B8717747
22,322,Villa Charcas,10704,Chuquisaca,2,107,Nor Cinti,Chuquisaca-Villa Charcas,Chuquisaca-Nor Cinti-Villa Charcas,BOL-ADM3-33444609B53463626
49,323,Puerto Acosta,20401,La Paz,4,204,Camacho,La Paz-Puerto Acosta,La Paz-Camacho-Puerto Acosta,BOL-ADM3-33444609B82635532
53,324,Escoma,20405,La Paz,4,204,Camacho,La Paz-Escoma,La Paz-Camacho-Escoma,BOL-ADM3-33444609B17656422
45,325,Charaña,20305,La Paz,4,203,Pacajes,La Paz-Charaña,La Paz-Pacajes-Charaña,BOL-ADM3-33444609B71044330
35,326,Achacachi,20201,La Paz,4,202,Omasuyos,La Paz-Achacachi,La Paz-Omasuyos-Achacachi,BOL-ADM3-33444609B93991773
73,327,Taraco,20807,La Paz,4,208,Ingavi,La Paz-Taraco,La Paz-Ingavi-Taraco,BOL-ADM3-33444609B13753118
71,328,San Andrés de Machaca,20805,La Paz,4,208,Ingavi,La Paz-San Andrés de Machaca,La Paz-Ingavi-San Andrés de Machaca,BOL-ADM3-33444609B75690871
209,329,Tacobamba,50303,Potosí,7,503,Cornelio Saavedra,Potosí-Tacobamba,Potosí-Cornelio Saavedra-Tacobamba,BOL-ADM3-33444609B31051948
168,330,Challapata,40201,Oruro,5,402,Eduardo Avaroa,Oruro-Challapata,Oruro-Eduardo Avaroa-Challapata,BOL-ADM3-33444609B24985970
203,331,Uncía,50201,Potosí,7,502,Rafael Bustillo,Potosí-Uncía,Potosí-Rafael Bustillo-Uncía,BOL-ADM3-33444609B93024851
211,332,Ravelo,50402,Potosí,7,504,Chayanta,Potosí-Ravelo,Potosí-Chayanta-Ravelo,BOL-ADM3-33444609B54083051
153,333,Mizque,31301,Cochabamba,3,313,Mizque,Cochabamba-Mizque,Cochabamba-Mizque-Mizque,BOL-ADM3-33444609B27870252
119,334,Pasorapa,30202,Cochabamba,3,302,Campero,Cochabamba-Pasorapa,Cochabamba-Campero-Pasorapa,BOL-ADM3-33444609B5020991
216,335,Cotagaita,50601,Potosí,7,506,Nor Chichas,Potosí-Cotagaita,Potosí-Nor Chichas-Cotagaita,BOL-ADM3-33444609B93401902
19,336,Camargo,10701,Chuquisaca,2,107,Nor Cinti,Chuquisaca-Camargo,Chuquisaca-Nor Cinti-Camargo,BOL-ADM3-33444609B61161865
237,337,Villazón,51501,Potosí,7,515,Modesto Omiste,Potosí-Villazón,Potosí-Modesto Omiste-Villazón,BOL-ADM3-33444609B2211567
240,338,Padcaya,60201,Tarija,9,602,Arce,Tarija-Padcaya,Tarija-Arce-Padcaya,BOL-ADM3-33444609B28920794
